,img_name,latex_seq
10,702a6a1e50,"[502, 496, 206, 496, 469, 495, 498, 496, 469, 486, 498, 498, 36, 470, 462, 496, 22, 40, 498, 9, 221, 496, 21, 467, 479, 498, 338, 364, 470, 462, 496, 10, 23, 40, 14, 22, 498, 338, 503]"
11,7a7df95199,"[502, 45, 463, 496, 40, 463, 496, 21, 498, 498, 246, 485, 462, 496, 465, 463, 496, 21, 498, 498, 9, 186, 496, 485, 498, 462, 496, 465, 463, 496, 21, 498, 498, 353, 36, 15, 75, 9, 79, 45, 463, 496, 40, 463, 496, 15, 498, 498, 246, 485, 462, 496, 465, 463, 496, 21, 498, 498, 353, 36, 15, 75, 13, 503]"
12,d39642fa83,"[502, 21, 10, 206, 496, 181, 327, 498, 496, 22, 328, 498, 36, 51, 462, 496, 333, 498, 5, 226, 6, 36, 206, 496, 22, 46, 63, 8, 21, 498, 496, 53, 462, 496, 22, 498, 5, 226, 6, 498, 13, 503]"
13,2c65d65f05,"[502, 435, 462, 496, 333, 333, 498, 8, 496, 206, 496, 21, 498, 496, 486, 498, 498, 435, 462, 496, 333, 498, 8, 237, 246, 435, 10, 435, 462, 496, 23, 498, 353, 36, 15, 9, 503]"
14,3bea2f425a,"[502, 493, 462, 496, 53, 498, 8, 494, 462, 496, 53, 498, 36, 495, 462, 496, 53, 498, 9, 499, 499, 105, 5, 478, 6, 36, 310, 462, 496, 478, 5, 478, 8, 53, 6, 14, 22, 498, 9, 499, 499, 310, 462, 496, 21, 14, 22, 498, 36, 313, 496, 470, 493, 483, 498, 5, 328, 474, 14, 53, 6, 13, 503]"
15,3e3f5d7c1f,"[502, 496, 470, 463, 496, 213, 496, 291, 498, 498, 462, 496, 69, 213, 496, 479, 498, 498, 36, 246, 134, 496, 478, 478, 498, 496, 470, 463, 496, 379, 498, 462, 496, 69, 487, 498, 498, 3, 496, 15, 498, 117, 496, 15, 498, 3, 496, 470, 463, 496, 122, 498, 462, 496, 69, 465, 498, 498, 117, 193, 353, 498, 503]"
16,12e9e7dd1f,"[502, 327, 36, 246, 134, 496, 467, 498, 496, 15, 498, 117, 496, 327, 463, 496, 15, 498, 498, 117, 193, 353, 503]"
17,605891bccb,"[502, 59, 36, 496, 206, 496, 328, 462, 496, 23, 498, 58, 462, 496, 27, 498, 498, 496, 22, 233, 463, 496, 21, 15, 498, 462, 496, 22, 498, 498, 498, 249, 79, 227, 463, 496, 15, 498, 462, 496, 21, 498, 70, 469, 489, 75, 469, 462, 496, 26, 498, 493, 75, 395, 496, 10, 472, 498, 246, 496, 160, 58, 498, 10, 22, 96, 353, 8, 22, 227, 70, 469, 462, 496, 26, 498, 493, 75, 395, 496, 10, 473, 498, 50, 8, 465, 227, 70, 469, 462, 496, 26, 498, 493, 75, 395, 496, 10, 473, 498, 79, 363, 75, 13, 503]"
18,60f09f28a9,"[502, 472, 463, 496, 49, 463, 496, 21, 498, 75, 49, 463, 496, 22, 498, 498, 462, 496, 49, 498, 143, 5, 49, 463, 496, 21, 498, 9, 52, 463, 496, 21, 498, 34, 49, 463, 496, 22, 498, 9, 52, 463, 496, 22, 498, 445, 49, 463, 496, 21, 498, 9, 49, 463, 496, 22, 498, 34, 49, 9, 52, 463, 496, 21, 498, 8, 52, 463, 496, 22, 498, 147, 6, 75, 86, 5, 456, 463, 496, 52, 463, 496, 21, 498, 8, 52, 463, 496, 22, 498, 498, 462, 496, 5, 49, 6, 498, 5, 379, 463, 496, 21, 498, 6, 8, 282, 496, 469, 470, 487, 467, 470, 481, 469, 465, 481, 488, 487, 498, 88, 6, 88, 460, 9, 503]"
19,7c99ded238,"[502, 282, 496, 60, 486, 498, 5, 496, 136, 52, 498, 463, 496, 8, 498, 496, 136, 52, 498, 463, 496, 10, 498, 6, 36, 15, 69, 9, 503]"
20,652ec3e732,"[502, 227, 463, 496, 496, 160, 42, 498, 463, 496, 474, 498, 498, 41, 463, 496, 22, 498, 36, 26, 328, 462, 496, 22, 498, 122, 462, 496, 333, 498, 206, 496, 21, 498, 496, 22, 498, 198, 466, 463, 496, 15, 498, 503]"
21,72689463cf,"[502, 122, 462, 496, 22, 498, 36, 496, 206, 496, 57, 463, 496, 467, 498, 462, 496, 22, 498, 498, 496, 465, 498, 498, 9, 503]"
22,523ad74d44,"[502, 404, 463, 496, 476, 36, 21, 498, 462, 496, 486, 8, 21, 498, 133, 496, 493, 498, 463, 496, 476, 498, 462, 496, 22, 498, 36, 496, 206, 496, 486, 5, 486, 8, 21, 6, 498, 496, 22, 498, 498, 9, 503]"
23,b7f8cd1f98,"[502, 58, 462, 496, 5, 21, 6, 498, 36, 58, 463, 496, 21, 22, 498, 75, 282, 496, 482, 486, 498, 75, 58, 463, 496, 22, 21, 498, 462, 496, 10, 21, 498, 75, 9, 341, 58, 462, 496, 5, 22, 6, 498, 36, 58, 463, 496, 22, 21, 498, 75, 9, 341, 58, 462, 496, 5, 23, 6, 498, 36, 58, 463, 496, 21, 22, 498, 75, 9, 341, 58, 462, 496, 5, 26, 6, 498, 36, 58, 463, 496, 21, 22, 498, 462, 496, 10, 21, 498, 75, 282, 496, 482, 486, 498, 75, 58, 463, 496, 22, 21, 498, 75, 13, 503]"
24,3264c226dd,"[502, 246, 122, 462, 496, 333, 498, 353, 462, 496, 10, 21, 498, 470, 462, 496, 10, 327, 14, 22, 498, 471, 463, 496, 21, 28, 498, 75, 487, 474, 479, 69, 472, 462, 496, 10, 22, 26, 498, 395, 496, 53, 498, 69, 9, 503]"
25,c578283712,"[502, 5, 58, 463, 496, 465, 466, 498, 58, 462, 496, 465, 466, 498, 10, 206, 496, 481, 498, 496, 26, 5, 481, 10, 21, 6, 498, 58, 462, 496, 22, 498, 6, 327, 462, 496, 206, 496, 22, 5, 481, 10, 26, 6, 498, 496, 481, 10, 22, 498, 498, 503]"
26,672726b185,"[502, 476, 463, 496, 21, 498, 462, 496, 477, 498, 36, 310, 463, 496, 21, 498, 462, 496, 477, 10, 22, 498, 401, 310, 463, 496, 21, 498, 462, 496, 477, 498, 503]"
27,18457514f2,"[502, 62, 463, 496, 470, 471, 471, 498, 5, 495, 6, 36, 206, 496, 23, 5, 27, 122, 8, 26, 6, 477, 462, 496, 22, 498, 498, 496, 28, 26, 246, 496, 206, 496, 477, 495, 498, 496, 22, 498, 498, 8, 21, 353, 462, 496, 22, 498, 498, 8, 496, 206, 496, 478, 462, 496, 22, 498, 498, 496, 22, 58, 462, 496, 22, 498, 498, 498, 246, 496, 206, 496, 477, 495, 498, 496, 22, 498, 498, 8, 21, 353, 462, 496, 496, 206, 496, 27, 498, 496, 22, 498, 498, 5, 122, 10, 22, 6, 498, 10, 496, 206, 496, 23, 477, 498, 496, 26, 498, 498, 181, 5, 495, 6, 503]"
28,3603a44b2b,"[502, 58, 33, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 499, 122, 462, 496, 333, 498, 52, 462, 496, 22, 498, 36, 10, 21, 9, 15, 9, 21, 9, 22, 9, 23, 9, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 503]"
29,288ea38816,"[502, 213, 496, 282, 496, 56, 498, 498, 463, 496, 282, 496, 58, 498, 498, 462, 496, 487, 498, 36, 206, 496, 21, 498, 496, 22, 498, 214, 227, 469, 493, 5, 496, 338, 498, 463, 496, 282, 496, 58, 498, 498, 462, 496, 176, 487, 498, 5, 10, 474, 324, 463, 496, 493, 498, 6, 496, 338, 498, 463, 496, 282, 496, 58, 498, 498, 462, 496, 487, 498, 10, 496, 338, 498, 463, 496, 282, 496, 58, 498, 498, 462, 496, 487, 498, 5, 474, 324, 463, 496, 493, 498, 6, 496, 338, 498, 463, 496, 282, 496, 58, 498, 498, 462, 496, 176, 487, 498, 6, 10, 227, 469, 493, 213, 496, 282, 496, 44, 498, 498, 496, 324, 463, 496, 21, 498, 498, 40, 463, 496, 21, 498, 13, 503]"
30,179b37b3d3,"[502, 50, 462, 496, 333, 498, 36, 246, 134, 496, 467, 467, 498, 496, 50, 463, 496, 21, 21, 498, 498, 3, 496, 134, 496, 467, 467, 498, 496, 501, 496, 21, 10, 21, 498, 282, 496, 221, 496, 22, 483, 488, 498, 499, 385, 499, 10, 472, 499, 221, 496, 21, 483, 488, 498, 498, 498, 3, 496, 446, 216, 498, 117, 193, 498, 117, 496, 217, 134, 496, 467, 467, 498, 496, 216, 446, 498, 3, 496, 282, 496, 221, 496, 22, 483, 488, 498, 499, 385, 499, 10, 472, 499, 221, 496, 21, 483, 488, 498, 498, 498, 117, 496, 501, 496, 22, 10, 22, 498, 221, 496, 26, 483, 488, 498, 15, 221, 496, 26, 483, 488, 498, 498, 3, 496, 498, 117, 193, 498, 3, 496, 50, 463, 496, 22, 22, 498, 462, 496, 333, 498, 498, 117, 193, 353, 75, 13, 503]"
31,64daea677f,"[502, 465, 5, 456, 6, 36, 206, 496, 456, 462, 496, 10, 21, 498, 10, 456, 498, 496, 485, 462, 496, 10, 21, 498, 456, 462, 496, 10, 21, 498, 10, 485, 456, 498, 75, 9, 341, 466, 5, 456, 6, 36, 206, 496, 485, 462, 496, 10, 21, 498, 10, 485, 498, 496, 485, 462, 496, 10, 21, 498, 456, 462, 496, 10, 21, 498, 10, 485, 456, 498, 75, 13, 503]"
32,114f21eeed,"[502, 327, 5, 352, 6, 36, 255, 134, 496, 478, 478, 498, 496, 327, 462, 496, 5, 21, 6, 498, 5, 352, 6, 498, 3, 496, 474, 481, 486, 470, 472, 474, 482, 481, 21, 498, 117, 496, 133, 496, 327, 498, 462, 496, 5, 21, 6, 498, 5, 352, 6, 498, 3, 496, 474, 481, 486, 470, 472, 474, 482, 481, 21, 462, 496, 7, 498, 498, 117, 496, 5, 10, 21, 6, 462, 496, 10, 469, 463, 496, 327, 498, 498, 75, 327, 462, 496, 5, 22, 6, 498, 5, 10, 352, 6, 498, 3, 496, 474, 481, 486, 470, 472, 474, 482, 481, 22, 498, 117, 496, 5, 10, 21, 6, 462, 496, 10, 469, 463, 496, 327, 498, 498, 75, 133, 496, 327, 498, 462, 496, 5, 22, 6, 498, 5, 10, 352, 6, 498, 3, 496, 474, 481, 486, 470, 472, 474, 482, 481, 22, 462, 496, 7, 498, 13, 498, 117, 193, 354, 503]"
33,7495d151e1,"[502, 493, 462, 496, 329, 498, 36, 206, 496, 246, 493, 462, 496, 15, 498, 329, 493, 462, 496, 21, 498, 353, 498, 496, 395, 496, 22, 498, 498, 503]"
34,5717e23660,"[502, 45, 463, 496, 474, 463, 496, 21, 498, 9, 188, 9, 474, 463, 496, 481, 498, 498, 5, 135, 463, 496, 21, 498, 9, 188, 9, 135, 463, 496, 481, 498, 8, 22, 328, 474, 6, 36, 313, 496, 470, 493, 483, 498, 67, 22, 328, 474, 310, 5, 496, 160, 54, 498, 9, 107, 6, 461, 45, 463, 496, 474, 463, 496, 481, 498, 9, 474, 463, 496, 21, 498, 9, 188, 9, 474, 463, 496, 481, 10, 21, 498, 498, 5, 135, 463, 496, 481, 498, 9, 135, 463, 496, 21, 498, 9, 188, 9, 135, 463, 496, 481, 10, 21, 498, 6, 13, 503]"
35,aacbc9b7e5,"[502, 465, 463, 496, 15, 498, 67, 67, 465, 463, 496, 15, 498, 9, 465, 463, 496, 481, 498, 461, 9, 465, 463, 496, 15, 498, 461, 36, 465, 463, 496, 15, 498, 67, 67, 465, 463, 496, 15, 498, 9, 465, 463, 496, 481, 498, 461, 463, 496, 21, 498, 9, 465, 463, 496, 15, 498, 461, 214, 8, 465, 463, 496, 15, 498, 67, 67, 465, 463, 496, 15, 498, 9, 465, 463, 496, 481, 498, 461, 463, 496, 22, 498, 9, 465, 463, 496, 15, 498, 461, 214, 462, 496, 22, 498, 13, 503]"
36,7aed42a53c,"[502, 472, 463, 496, 474, 476, 498, 36, 133, 496, 472, 498, 463, 496, 474, 476, 498, 8, 473, 463, 496, 474, 476, 498, 9, 503]"
37,2ffc852060,"[502, 61, 5, 443, 496, 493, 498, 34, 40, 9, 41, 6, 36, 40, 61, 463, 496, 282, 496, 59, 498, 498, 5, 43, 5, 41, 6, 462, 496, 10, 21, 498, 162, 443, 496, 493, 498, 6, 40, 462, 496, 176, 498, 503]"
38,4efc22f0f5,"[502, 496, 206, 496, 324, 133, 496, 472, 498, 463, 496, 291, 305, 498, 498, 496, 324, 478, 463, 496, 474, 498, 498, 498, 225, 282, 496, 50, 470, 486, 498, 5, 133, 496, 45, 498, 462, 496, 176, 498, 6, 503]"
39,da6789d139,"[502, 49, 463, 496, 291, 498, 36, 474, 320, 496, 496, 107, 498, 498, 5, 493, 6, 91, 463, 496, 291, 498, 107, 5, 493, 6, 9, 221, 496, 15, 13, 23, 474, 481, 498, 50, 463, 496, 291, 498, 36, 320, 496, 496, 107, 498, 498, 5, 493, 6, 91, 463, 496, 291, 498, 320, 496, 496, 91, 498, 498, 463, 496, 27, 498, 107, 5, 493, 6, 9, 221, 496, 15, 13, 23, 474, 481, 498, 58, 463, 496, 291, 122, 498, 36, 320, 496, 496, 107, 498, 498, 5, 493, 6, 91, 463, 496, 291, 498, 320, 496, 496, 91, 498, 498, 463, 496, 27, 498, 320, 496, 496, 91, 498, 498, 463, 496, 122, 498, 107, 5, 493, 6, 9, 503]"
40,12603c7701,"[502, 496, 160, 43, 498, 5, 472, 6, 36, 246, 134, 496, 467, 467, 467, 498, 496, 495, 463, 496, 21, 498, 462, 496, 333, 498, 498, 3, 496, 10, 133, 496, 495, 498, 463, 496, 22, 498, 462, 496, 333, 498, 498, 3, 496, 10, 166, 498, 117, 496, 495, 463, 496, 22, 498, 462, 496, 333, 498, 498, 3, 496, 133, 496, 495, 498, 463, 496, 21, 498, 462, 496, 333, 498, 498, 3, 496, 10, 133, 496, 166, 498, 498, 117, 496, 417, 462, 496, 333, 498, 498, 3, 496, 10, 133, 496, 417, 498, 462, 496, 333, 498, 498, 3, 496, 237, 498, 117, 193, 353, 75, 9, 341, 341, 404, 463, 496, 474, 498, 497, 495, 463, 496, 474, 498, 462, 496, 333, 498, 497, 462, 496, 22, 498, 8, 133, 496, 417, 498, 462, 496, 333, 498, 417, 462, 496, 333, 498, 36, 21, 503]"
41,105de61fa3,"[502, 51, 463, 496, 465, 498, 36, 206, 496, 21, 498, 496, 21, 28, 328, 498, 282, 496, 48, 479, 498, 227, 469, 462, 496, 22, 498, 417, 75, 63, 462, 496, 22, 498, 408, 5, 495, 462, 496, 10, 21, 14, 26, 498, 6, 503]"
42,47696e11d7,"[502, 8, 75, 75, 282, 496, 470, 498, 462, 496, 435, 498, 75, 496, 45, 498, 463, 496, 67, 23, 461, 498, 462, 496, 58, 58, 498, 452, 398, 496, 45, 498, 463, 496, 67, 23, 461, 498, 462, 496, 58, 58, 498, 75, 8, 75, 206, 496, 21, 498, 496, 22, 498, 75, 496, 45, 498, 463, 496, 67, 27, 461, 498, 462, 496, 58, 58, 498, 452, 398, 496, 45, 498, 463, 496, 67, 27, 461, 498, 462, 496, 58, 58, 498, 75, 10, 75, 42, 463, 496, 67, 26, 461, 498, 452, 45, 463, 496, 67, 23, 461, 498, 462, 496, 53, 59, 498, 452, 45, 463, 496, 67, 23, 461, 498, 462, 496, 58, 58, 498, 81, 461, 82, 460, 503]"
43,53ded8fccd,"[502, 59, 67, 327, 462, 496, 176, 498, 9, 327, 461, 79, 36, 79, 227, 469, 462, 496, 23, 498, 493, 75, 496, 160, 51, 498, 5, 327, 462, 496, 176, 498, 9, 327, 34, 324, 327, 462, 496, 176, 498, 9, 324, 327, 6, 79, 79, 9, 503]"
44,6b5b65e371,"[502, 46, 462, 496, 50, 498, 75, 36, 75, 46, 462, 496, 15, 498, 8, 46, 462, 496, 15, 498, 50, 462, 496, 58, 498, 46, 462, 496, 15, 498, 8, 46, 462, 496, 15, 498, 50, 462, 496, 58, 498, 46, 462, 496, 15, 498, 50, 462, 496, 58, 498, 46, 462, 496, 15, 498, 8, 164, 198, 75, 46, 462, 496, 15, 498, 8, 46, 462, 496, 50, 58, 498, 13, 503]"
45,73778ad253,"[502, 324, 463, 496, 291, 498, 36, 206, 496, 324, 498, 496, 324, 456, 462, 496, 291, 498, 498, 503]"
46,1c6c15eec1,"[502, 5, 324, 463, 496, 208, 498, 9, 324, 463, 496, 208, 498, 6, 463, 496, 5, 21, 15, 6, 498, 36, 395, 496, 420, 496, 89, 498, 498, 470, 462, 496, 22, 61, 498, 503]"
47,48eb8b68bd,"[502, 23, 13, 30, 46, 36, 199, 463, 496, 465, 466, 498, 469, 495, 462, 496, 465, 498, 317, 469, 495, 462, 496, 466, 498, 36, 10, 469, 495, 462, 496, 15, 498, 317, 469, 495, 462, 496, 15, 498, 8, 404, 463, 496, 474, 36, 21, 498, 462, 496, 481, 10, 21, 498, 469, 495, 462, 496, 474, 498, 317, 469, 495, 462, 496, 474, 498, 9, 503]"
48,6c4b620ad6,"[502, 227, 463, 496, 10, 226, 498, 462, 496, 226, 498, 56, 463, 496, 486, 498, 462, 496, 136, 62, 498, 5, 493, 6, 56, 463, 496, 487, 498, 462, 496, 136, 62, 498, 5, 493, 6, 75, 470, 462, 496, 10, 493, 462, 496, 22, 498, 498, 75, 469, 493, 75, 335, 181, 463, 496, 486, 75, 487, 498, 13, 503]"
49,147dd662c6,"[502, 503]"
50,55d0a0fc56,"[502, 105, 462, 496, 474, 498, 36, 206, 496, 21, 498, 496, 22, 498, 328, 462, 496, 474, 498, 10, 227, 469, 489, 79, 79, 197, 5, 493, 10, 489, 6, 79, 417, 462, 496, 474, 498, 5, 489, 6, 503]"
51,4d1592b40a,"[502, 496, 160, 47, 498, 463, 496, 474, 481, 488, 498, 5, 493, 6, 36, 10, 470, 320, 496, 496, 338, 498, 498, 462, 496, 5, 15, 6, 498, 5, 493, 6, 135, 462, 496, 291, 498, 40, 463, 496, 291, 498, 462, 496, 5, 15, 6, 498, 5, 493, 6, 67, 48, 8, 206, 496, 470, 498, 496, 479, 498, 5, 48, 10, 135, 463, 496, 15, 498, 462, 496, 22, 498, 6, 135, 462, 496, 305, 498, 40, 463, 496, 305, 498, 462, 496, 5, 15, 6, 498, 5, 493, 6, 461, 338, 462, 496, 5, 15, 6, 498, 5, 493, 6, 75, 75, 9, 503]"
52,2724dd250b,"[502, 57, 36, 5, 466, 8, 21, 14, 466, 6, 352, 9, 340, 352, 36, 206, 21, 22, 404, 463, 496, 122, 37, 15, 498, 122, 9, 503]"
53,38dbc7d096,"[502, 496, 473, 463, 496, 15, 498, 462, 496, 15, 498, 498, 5, 493, 462, 496, 291, 498, 6, 36, 404, 496, 466, 463, 496, 15, 498, 462, 496, 15, 498, 498, 5, 488, 9, 495, 6, 65, 5, 493, 462, 496, 474, 498, 6, 9, 341, 496, 473, 463, 496, 495, 498, 462, 496, 15, 498, 498, 5, 493, 462, 496, 291, 498, 6, 36, 404, 496, 466, 463, 496, 495, 498, 462, 496, 15, 498, 498, 5, 488, 9, 495, 6, 65, 5, 493, 462, 496, 474, 498, 6, 9, 503]"
54,15c5d88a1a,"[502, 56, 462, 496, 22, 498, 36, 140, 5, 206, 496, 26, 498, 496, 328, 473, 462, 496, 22, 498, 53, 498, 140, 6, 462, 496, 22, 498, 140, 67, 21, 8, 54, 140, 5, 206, 496, 21, 498, 496, 56, 462, 496, 22, 498, 498, 140, 6, 140, 461, 9, 79, 79, 328, 473, 462, 496, 22, 498, 53, 35, 35, 21, 13, 503]"
55,4d31b13054,"[502, 62, 463, 496, 282, 496, 470, 471, 471, 498, 498, 36, 314, 496, 478, 474, 479, 498, 463, 496, 237, 364, 15, 498, 246, 62, 462, 496, 472, 470, 481, 498, 8, 62, 462, 496, 56, 60, 498, 353, 13, 503]"
56,5cb4b5bd0e,"[502, 22, 291, 496, 206, 496, 395, 496, 49, 463, 496, 21, 498, 49, 463, 496, 22, 498, 49, 463, 496, 23, 498, 498, 498, 496, 53, 498, 498, 137, 5, 133, 496, 54, 498, 462, 496, 333, 49, 463, 496, 23, 498, 498, 106, 462, 496, 333, 49, 463, 496, 21, 498, 498, 133, 496, 106, 498, 462, 496, 333, 49, 463, 496, 22, 498, 498, 181, 463, 496, 49, 463, 496, 23, 498, 8, 49, 463, 496, 21, 498, 9, 49, 463, 496, 22, 498, 498, 8, 54, 462, 496, 49, 463, 496, 23, 498, 498, 106, 462, 496, 333, 49, 463, 496, 21, 498, 498, 133, 496, 106, 498, 462, 496, 333, 49, 463, 496, 22, 498, 498, 181, 463, 496, 49, 463, 496, 23, 498, 8, 49, 463, 496, 22, 498, 9, 49, 463, 496, 21, 498, 498, 137, 6, 13, 503]"
57,7376be8a16,"[502, 496, 417, 463, 496, 481, 498, 462, 496, 122, 96, 498, 498, 496, 462, 176, 498, 36, 417, 463, 496, 10, 481, 498, 462, 496, 122, 96, 498, 9, 503]"
58,5caa163344,"[502, 496, 160, 59, 498, 462, 496, 291, 305, 498, 198, 197, 462, 496, 291, 305, 352, 379, 498, 417, 463, 496, 352, 498, 56, 463, 496, 379, 498, 36, 15, 69, 69, 9, 503]"
59,2673247422,"[502, 313, 496, 470, 493, 483, 498, 246, 404, 463, 496, 472, 36, 15, 498, 462, 496, 226, 498, 493, 462, 496, 22, 472, 10, 22, 498, 278, 496, 45, 498, 463, 496, 472, 498, 353, 36, 470, 462, 496, 10, 206, 496, 43, 5, 15, 9, 15, 9, 15, 6, 498, 496, 22, 498, 457, 5, 21, 6, 498, 334, 463, 496, 5, 190, 9, 481, 9, 208, 9, 476, 6, 37, 15, 498, 5, 21, 10, 483, 462, 496, 190, 498, 485, 462, 496, 481, 498, 457, 462, 496, 208, 498, 494, 462, 496, 476, 498, 6, 462, 496, 43, 5, 190, 481, 9, 208, 9, 476, 6, 498, 75, 13, 503]"
60,6552f4db6d,"[502, 52, 463, 496, 56, 498, 462, 496, 22, 498, 36, 52, 463, 496, 487, 498, 462, 496, 23, 498, 227, 469, 495, 470, 462, 496, 10, 22, 379, 5, 495, 6, 498, 503]"
